feedback_id,student_id,feedback_score,feedback_category,submitted_date
FBK14582,241045,6,Average,24/09/2024
FBK14583,241046,8,Good,07/02/2024
FBK14584,241047,7,Good,18/01/2024
FBK14585,241048,7,Good,17/09/2024
FBK14586,241049,5,Average,28/04/2024
FBK14587,241050,8,Good,07/02/2024
FBK14588,241051,9,Excellent,05/06/2024
FBK14589,241052,5,Average,24/02/2024
FBK14590,241053,10,Excellent,09/05/2024
FBK14591,241054,6,Average,03/04/2024
FBK14592,241055,6,Average,18/12/2024
FBK14593,241056,8,Good,24/08/2024
FBK14594,241057,10,Excellent,17/07/2024
FBK14595,241058,7,Good,09/04/2024
FBK14596,241059,7,Good,22/04/2024
FBK14597,241060,10,Excellent,04/07/2024
FBK14598,241061,6,Average,10/10/2024
FBK14599,241062,6,Average,24/04/2024
FBK14600,241063,5,Average,15/07/2024
FBK14601,241064,9,Excellent,24/10/2024
FBK14602,241065,2,Poor,20/06/2024
FBK14603,241066,8,Good,13/10/2024
FBK14604,241067,8,Good,19/04/2024
FBK14605,241068,5,Average,21/06/2024
FBK14606,241069,7,Good,06/08/2024
FBK14607,241070,7,Good,09/09/2024
FBK14608,241071,9,Excellent,10/07/2024
FBK14609,241072,4,Poor,17/11/2024
FBK14610,241073,2,Poor,01/07/2024
FBK14611,241074,6,Average,26/03/2024
FBK14612,241075,4,Poor,26/07/2024
FBK14613,241076,6,Average,08/06/2024
FBK14614,241077,7,Good,22/04/2024
FBK14615,241078,5,Average,05/06/2024
FBK14616,241079,8,Good,01/02/2024
FBK14617,241080,3,Poor,01/12/2024
FBK14618,241081,6,Average,15/04/2024
FBK14619,241082,9,Excellent,08/06/2024
FBK14620,241083,8,Good,13/02/2024
FBK14621,241084,8,Good,07/10/2024
FBK14622,241085,8,Good,04/04/2024
FBK14623,241086,4,Poor,23/05/2024
FBK14624,241087,8,Good,03/11/2024
FBK14625,241088,8,Good,14/11/2024
FBK14626,241089,7,Good,27/06/2024
FBK14627,241090,9,Excellent,07/04/2024
FBK14628,241091,7,Good,16/08/2024
FBK14629,241092,6,Average,14/05/2024
FBK14630,241093,8,Good,15/02/2024
FBK14631,241094,7,Good,11/10/2024
FBK14632,241095,3,Poor,08/07/2024
FBK14633,241096,3,Poor,10/01/2024
FBK14634,241097,8,Good,26/11/2024
FBK14635,241098,6,Average,15/01/2024
FBK14636,241099,8,Good,27/03/2024
FBK14637,241100,6,Average,18/01/2024
FBK14638,241101,9,Excellent,11/01/2024
FBK14639,241102,9,Excellent,16/02/2024
FBK14640,241103,5,Average,24/07/2024
FBK14641,241104,8,Good,11/05/2024
FBK14642,241105,7,Good,03/07/2024
FBK14643,241106,1,Poor,16/06/2024
FBK14644,241107,8,Good,13/01/2024
FBK14645,241108,6,Average,15/12/2024
FBK14646,241109,6,Average,04/11/2024
FBK14647,241110,2,Poor,04/10/2024
FBK14648,241111,7,Good,02/04/2024
FBK14649,241112,4,Poor,04/03/2024
FBK14650,241113,7,Good,24/12/2024
FBK14651,241114,5,Average,06/04/2024
FBK14652,241115,3,Poor,24/04/2024
FBK14653,241116,8,Good,01/09/2024
FBK14654,241117,6,Average,26/05/2024
FBK14655,241118,6,Average,02/02/2024
FBK14656,241119,7,Good,09/02/2024
FBK14657,241120,7,Good,20/12/2024
FBK14658,241121,5,Average,23/05/2024
FBK14659,241122,5,Average,19/03/2024
FBK14660,241123,6,Average,05/02/2024
FBK14661,241124,4,Poor,25/03/2024
FBK14662,241125,3,Poor,21/07/2024
FBK14663,241126,7,Good,04/11/2024
FBK14664,241127,2,Poor,08/09/2024
FBK14665,241128,6,Average,22/08/2024
FBK14666,241129,3,Poor,11/05/2024
FBK14667,241130,7,Good,03/04/2024
FBK14668,241131,8,Good,23/05/2024
FBK14669,241132,4,Poor,18/06/2024
FBK14670,241133,4,Poor,21/11/2024
FBK14671,241134,7,Good,03/12/2024
FBK14672,241135,7,Good,02/08/2024
FBK14673,241136,8,Good,22/01/2024
FBK14674,241137,5,Average,27/08/2024
FBK14675,241138,7,Good,16/04/2024
FBK14676,241139,8,Good,07/06/2024
FBK14677,241140,5,Average,17/09/2024
FBK14678,241141,3,Poor,23/05/2024
FBK14679,241142,8,Good,05/11/2024
FBK14680,241143,6,Average,05/02/2024
FBK14681,241144,9,Excellent,13/06/2024
FBK14682,241145,3,Poor,17/10/2024
FBK14683,241146,8,Good,07/07/2024
FBK14684,241147,6,Average,14/05/2024
FBK14685,241148,6,Average,10/11/2024
FBK14686,241149,6,Average,04/11/2024
FBK14687,241150,7,Good,04/08/2024
FBK14688,241151,2,Poor,01/04/2024
FBK14689,241152,6,Average,09/03/2024
FBK14690,241153,10,Excellent,22/08/2024
FBK14691,241154,7,Good,12/08/2024
FBK14692,241155,10,Excellent,18/02/2024
FBK14693,241156,6,Average,14/06/2024
FBK14694,241157,4,Poor,13/03/2024
FBK14695,241158,2,Poor,17/07/2024
FBK14696,241159,8,Good,15/01/2024
FBK14697,241160,5,Average,04/06/2024
FBK14698,241161,6,Average,13/11/2024
FBK14699,241162,8,Good,10/04/2024
FBK14700,241163,9,Excellent,06/07/2024
FBK14701,241164,4,Poor,17/05/2024
FBK14702,241165,3,Poor,17/08/2024
FBK14703,241166,10,Excellent,22/02/2024
FBK14704,241167,9,Excellent,08/11/2024
FBK14705,241168,9,Excellent,04/04/2024
FBK14706,241169,8,Good,19/01/2024
FBK14707,241170,1,Poor,03/04/2024
FBK14708,241171,8,Good,09/02/2024
FBK14709,241172,4,Poor,23/10/2024
FBK14710,241173,7,Good,13/07/2024
FBK14711,241174,2,Poor,24/04/2024
FBK14712,241175,5,Average,07/08/2024
FBK14713,241176,7,Good,12/04/2024
FBK14714,241177,5,Average,20/12/2024
FBK14715,241178,7,Good,01/12/2024
FBK14716,241179,5,Average,17/03/2024
FBK14717,241180,7,Good,24/08/2024
FBK14718,241181,8,Good,08/12/2024
FBK14719,241182,4,Poor,22/06/2024
FBK14720,241183,8,Good,06/03/2024
FBK14721,241184,1,Poor,05/08/2024
FBK14722,241185,7,Good,16/11/2024
FBK14723,241186,8,Good,01/06/2024
FBK14724,241187,2,Poor,03/05/2024
FBK14725,241188,4,Poor,25/11/2024
FBK14726,241189,5,Average,12/10/2024
FBK14727,241190,8,Good,01/10/2024
FBK14728,241191,7,Good,16/04/2024
FBK14729,241192,3,Poor,27/01/2024
FBK14730,241193,8,Good,22/10/2024
FBK14731,241194,1,Poor,17/04/2024
FBK14732,241195,6,Average,25/03/2024
FBK14733,241196,5,Average,04/02/2024
FBK14734,241197,9,Excellent,11/12/2024
FBK14735,241198,8,Good,24/08/2024
FBK14736,241199,9,Excellent,09/09/2024
FBK14737,241200,1,Poor,12/05/2024
FBK14738,241201,9,Excellent,27/01/2024
FBK14739,241202,7,Good,23/05/2024
FBK14740,241203,5,Average,25/09/2024
FBK14741,241204,6,Average,04/08/2024
FBK14742,241205,10,Excellent,17/11/2024
FBK14743,241206,3,Poor,14/03/2024
FBK14744,241207,6,Average,05/11/2024
FBK14745,241208,9,Excellent,01/08/2024
FBK14746,241209,7,Good,24/10/2024
FBK14747,241210,5,Average,07/06/2024
FBK14748,241211,7,Good,13/04/2024
FBK14749,241212,7,Good,21/05/2024
FBK14750,241213,9,Excellent,17/08/2024
FBK14751,241214,2,Poor,22/05/2024
FBK14752,241215,5,Average,13/06/2024
FBK14753,241216,7,Good,09/07/2024
FBK14754,241217,6,Average,02/04/2024
FBK14755,241218,6,Average,23/09/2024
FBK14756,241219,4,Poor,04/10/2024
FBK14757,241220,6,Average,19/08/2024
FBK14758,241221,6,Average,04/05/2024
FBK14759,241222,7,Good,22/08/2024
FBK14760,241223,5,Average,22/08/2024
FBK14761,241224,10,Excellent,10/09/2024
FBK14762,241225,7,Good,22/09/2024
FBK14763,241226,8,Good,16/05/2024
FBK14764,241227,7,Good,26/02/2024
FBK14765,241228,9,Excellent,15/01/2024
FBK14766,241229,9,Excellent,10/04/2024
FBK14767,241230,8,Good,02/02/2024
FBK14768,241231,2,Poor,01/05/2024
FBK14769,241232,7,Good,22/06/2024
FBK14770,241233,5,Average,09/01/2024
FBK14771,241234,4,Poor,10/06/2024
FBK14772,241235,9,Excellent,25/11/2024
FBK14773,241236,8,Good,03/03/2024
FBK14774,241237,3,Poor,24/03/2024
FBK14775,241238,6,Average,19/07/2024
FBK14776,241239,10,Excellent,08/05/2024
FBK14777,241240,7,Good,12/08/2024
FBK14778,241241,7,Good,21/11/2024
FBK14779,241242,5,Average,13/07/2024
FBK14780,241243,5,Average,10/05/2024
FBK14781,241244,4,Poor,06/05/2024
FBK14782,241245,10,Excellent,22/07/2024
FBK14783,241246,9,Excellent,05/10/2024
FBK14784,241247,6,Average,05/05/2024
FBK14785,241248,7,Good,07/09/2024
FBK14786,241249,5,Average,03/05/2024
FBK14787,241250,4,Poor,21/10/2024
FBK14788,241251,7,Good,06/09/2024
FBK14789,241252,8,Good,04/07/2024
FBK14790,241253,9,Excellent,15/09/2024
FBK14791,241254,6,Average,22/09/2024
FBK14792,241255,8,Good,12/08/2024
FBK14793,241256,7,Good,14/08/2024
FBK14794,241257,4,Poor,01/08/2024
FBK14795,241258,10,Excellent,25/01/2024
FBK14796,241259,10,Excellent,25/02/2024
FBK14797,241260,4,Poor,10/10/2024
FBK14798,241261,10,Excellent,17/10/2024
FBK14799,241262,9,Excellent,20/03/2024
FBK14800,241263,6,Average,10/10/2024
FBK14801,241264,7,Good,05/07/2024
FBK14802,241265,10,Excellent,01/11/2024
FBK14803,241266,4,Poor,15/09/2024
FBK14804,241267,6,Average,02/02/2024
FBK14805,241268,9,Excellent,04/11/2024
FBK14806,241269,8,Good,04/10/2024
FBK14807,241270,8,Good,16/10/2024
FBK14808,241271,9,Excellent,04/01/2024
FBK14809,241272,6,Average,17/11/2024
FBK14810,241273,6,Average,07/12/2024
FBK14811,241274,6,Average,18/03/2024
FBK14812,241275,10,Excellent,08/03/2024
FBK14813,241276,9,Excellent,21/05/2024
FBK14814,241277,10,Excellent,01/12/2024
FBK14815,241278,5,Average,23/10/2024
FBK14816,241279,8,Good,03/02/2024
FBK14817,241280,4,Poor,20/03/2024
FBK14818,241281,5,Average,04/09/2024
FBK14819,241282,8,Good,04/04/2024
FBK14820,241283,7,Good,27/01/2024
FBK14821,241284,5,Average,13/08/2024
FBK14822,241285,7,Good,10/02/2024
FBK14823,241286,5,Average,06/08/2024
FBK14824,241287,5,Average,09/09/2024
FBK14825,241288,8,Good,15/11/2024
FBK14826,241289,6,Average,14/02/2024
FBK14827,241290,8,Good,01/11/2024
FBK14828,241291,7,Good,27/03/2024
FBK14829,241292,7,Good,17/03/2024
FBK14830,241293,7,Good,16/04/2024
FBK14831,241294,8,Good,10/05/2024
FBK14832,241295,6,Average,16/10/2024
FBK14833,241296,9,Excellent,09/11/2024
FBK14834,241297,7,Good,23/07/2024
FBK14835,241298,4,Poor,14/08/2024
FBK14836,241299,5,Average,01/03/2024
FBK14837,241300,2,Poor,04/08/2024
FBK14838,241301,8,Good,01/07/2024
FBK14839,241302,1,Poor,02/05/2024
FBK14840,241303,5,Average,02/08/2024
FBK14841,241304,6,Average,15/03/2024
FBK14842,241305,8,Good,01/05/2024
FBK14843,241306,10,Excellent,17/06/2024
FBK14844,241307,8,Good,12/04/2024
FBK14845,241308,3,Poor,17/07/2024
FBK14846,241309,9,Excellent,21/03/2024
FBK14847,241310,10,Excellent,21/06/2024
FBK14848,241311,9,Excellent,15/06/2024
FBK14849,241312,7,Good,26/05/2024
FBK14850,241313,6,Average,03/07/2024
FBK14851,241314,7,Good,16/07/2024
FBK14852,241315,5,Average,06/11/2024
FBK14853,241316,6,Average,17/12/2024
FBK14854,241317,2,Poor,05/05/2024
FBK14855,241318,8,Good,19/10/2024
FBK14856,241319,6,Average,20/10/2024
FBK14857,241320,6,Average,02/02/2024
FBK14858,241321,7,Good,06/12/2024
FBK14859,241322,8,Good,22/02/2024
FBK14860,241323,7,Good,22/08/2024
FBK14861,241324,7,Good,25/06/2024
FBK14862,241325,9,Excellent,26/12/2024
FBK14863,241326,8,Good,06/02/2024
FBK14864,241327,7,Good,03/07/2024
FBK14865,241328,7,Good,09/10/2024
FBK14866,241329,8,Good,28/01/2024
FBK14867,241330,2,Poor,25/08/2024
FBK14868,241331,10,Excellent,21/10/2024
FBK14869,241332,7,Good,11/03/2024
FBK14870,241333,6,Average,15/12/2024
FBK14871,241334,8,Good,21/03/2024
FBK14872,241335,7,Good,07/09/2024
FBK14873,241336,7,Good,16/05/2024
FBK14874,241337,7,Good,10/11/2024
FBK14875,241338,2,Poor,24/04/2024
FBK14876,241339,5,Average,27/07/2024
FBK14877,241340,6,Average,03/04/2024
FBK14878,241341,6,Average,21/01/2024
FBK14879,241342,8,Good,02/04/2024
FBK14880,241343,7,Good,12/01/2024
FBK14881,241344,6,Average,18/10/2024
FBK14882,241345,7,Good,06/06/2024
FBK14883,241346,3,Poor,07/08/2024
FBK14884,241347,7,Good,27/10/2024
FBK14885,241348,4,Poor,12/09/2024
FBK14886,241349,8,Good,18/10/2024
FBK14887,241350,7,Good,15/02/2024
FBK14888,241351,8,Good,13/11/2024
FBK14889,241352,4,Poor,03/10/2024
FBK14890,241353,8,Good,10/09/2024
FBK14891,241354,10,Excellent,16/02/2024
FBK14892,241355,8,Good,20/01/2024
FBK14893,241356,4,Poor,01/06/2024
FBK14894,241357,6,Average,27/05/2024
FBK14895,241358,7,Good,23/07/2024
FBK14896,241359,4,Poor,28/02/2024
FBK14897,241360,7,Good,03/05/2024
FBK14898,241361,8,Good,08/10/2024
FBK14899,241362,5,Average,17/10/2024
FBK14900,241363,7,Good,20/07/2024
FBK14901,241364,5,Average,23/09/2024
FBK14902,241365,8,Good,16/10/2024
FBK14903,241366,9,Excellent,01/11/2024
FBK14904,241367,8,Good,14/06/2024
FBK14905,241368,8,Good,11/04/2024
FBK14906,241369,4,Poor,07/03/2024
FBK14907,241370,4,Poor,11/12/2024
FBK14908,241371,6,Average,16/04/2024
FBK14909,241372,6,Average,20/10/2024
FBK14910,241373,7,Good,03/06/2024
FBK14911,241374,6,Average,24/10/2024
FBK14912,241375,8,Good,18/02/2024
FBK14913,241376,7,Good,09/03/2024
FBK14914,241377,10,Excellent,02/02/2024
FBK14915,241378,6,Average,08/09/2024
FBK14916,241379,6,Average,16/07/2024
FBK14917,241380,8,Good,01/04/2024
FBK14918,241381,9,Excellent,25/01/2024
FBK14919,241382,7,Good,20/09/2024
FBK14920,241383,8,Good,22/11/2024
FBK14921,241384,4,Poor,16/09/2024
FBK14922,241385,9,Excellent,25/07/2024
FBK14923,241386,4,Poor,05/12/2024
FBK14924,241387,8,Good,14/12/2024
FBK14925,241388,6,Average,04/03/2024
FBK14926,241389,6,Average,20/02/2024
FBK14927,241390,8,Good,07/06/2024
FBK14928,241391,6,Average,02/07/2024
FBK14929,241392,7,Good,03/04/2024
FBK14930,241393,4,Poor,08/01/2024
FBK14931,241394,4,Poor,25/12/2024
FBK14932,241395,5,Average,02/10/2024
FBK14933,241396,7,Good,08/12/2024
FBK14934,241397,5,Average,02/02/2024
FBK14935,241398,7,Good,06/08/2024
FBK14936,241399,9,Excellent,11/01/2024
FBK14937,241400,7,Good,21/10/2024
FBK14938,241401,1,Poor,05/05/2024
FBK14939,241402,9,Excellent,16/07/2024
FBK14940,241403,5,Average,03/11/2024
FBK14941,241404,7,Good,18/05/2024
FBK14942,241405,7,Good,23/08/2024
FBK14943,241406,6,Average,15/04/2024
FBK14944,241407,3,Poor,25/06/2024
FBK14945,241408,7,Good,28/05/2024
FBK14946,241409,5,Average,09/09/2024
FBK14947,241410,7,Good,18/12/2024
FBK14948,241411,7,Good,02/02/2024
FBK14949,241412,7,Good,23/07/2024
FBK14950,241413,8,Good,09/08/2024
FBK14951,241414,2,Poor,05/04/2024
FBK14952,241415,4,Poor,10/04/2024
FBK14953,241416,8,Good,04/04/2024
FBK14954,241417,2,Poor,27/12/2024
FBK14955,241418,9,Excellent,08/01/2024
FBK14956,241419,8,Good,25/11/2024
FBK14957,241420,9,Excellent,01/02/2024
FBK14958,241421,5,Average,09/01/2024
FBK14959,241422,9,Excellent,13/10/2024
FBK14960,241423,2,Poor,02/02/2024
FBK14961,241424,6,Average,13/10/2024
FBK14962,241425,4,Poor,28/01/2024
FBK14963,241426,8,Good,15/07/2024
FBK14964,241427,7,Good,07/04/2024
FBK14965,241428,8,Good,22/03/2024
FBK14966,241429,7,Good,02/09/2024
FBK14967,241430,8,Good,18/01/2024
FBK14968,241431,4,Poor,20/01/2024
FBK14969,241432,7,Good,26/05/2024
FBK14970,241433,7,Good,25/04/2024
FBK14971,241434,10,Excellent,24/06/2024
FBK14972,241435,3,Poor,28/07/2024
FBK14973,241436,5,Average,24/12/2024
FBK14974,241437,6,Average,18/02/2024
FBK14975,241438,6,Average,22/12/2024
FBK14976,241439,3,Poor,15/09/2024
FBK14977,241440,6,Average,24/10/2024
FBK14978,241441,7,Good,09/09/2024
FBK14979,241442,5,Average,15/07/2024
FBK14980,241443,4,Poor,01/03/2024
FBK14981,241444,8,Good,09/11/2024
FBK14982,241445,5,Average,25/04/2024
FBK14983,241446,7,Good,11/05/2024
FBK14984,241447,7,Good,02/07/2024
FBK14985,241448,8,Good,12/05/2024
FBK14986,241449,7,Good,09/11/2024
FBK14987,241450,4,Poor,04/01/2024
FBK14988,241451,8,Good,22/10/2024
FBK14989,241452,7,Good,28/05/2024
FBK14990,241453,10,Excellent,15/08/2024
FBK14991,241454,7,Good,01/08/2024
FBK14992,241455,8,Good,12/01/2024
FBK14993,241456,10,Excellent,28/11/2024
FBK14994,241457,10,Excellent,14/04/2024
FBK14995,241458,5,Average,03/10/2024
FBK14996,241459,7,Good,18/10/2024
FBK14997,241460,6,Average,15/02/2024
FBK14998,241461,7,Good,25/05/2024
FBK14999,241462,10,Excellent,28/05/2024
FBK15000,241463,6,Average,08/03/2024
FBK15001,241464,4,Poor,28/03/2024
FBK15002,241465,7,Good,02/11/2024
FBK15003,241466,7,Good,21/02/2024
FBK15004,241467,7,Good,22/03/2024
FBK15005,241468,7,Good,19/08/2024
FBK15006,241469,4,Poor,18/01/2024
FBK15007,241470,7,Good,23/01/2024
FBK15008,241471,8,Good,01/05/2024
FBK15009,241472,10,Excellent,23/09/2024
FBK15010,241473,1,Poor,08/10/2024
FBK15011,241474,2,Poor,03/02/2024
FBK15012,241475,7,Good,04/08/2024
FBK15013,241476,4,Poor,08/02/2024
FBK15014,241477,9,Excellent,19/06/2024
FBK15015,241478,8,Good,14/11/2024
FBK15016,241479,10,Excellent,14/11/2024
FBK15017,241480,6,Average,01/03/2024
FBK15018,241481,6,Average,26/10/2024
FBK15019,241482,7,Good,14/06/2024
FBK15020,241483,7,Good,10/08/2024
FBK15021,241484,1,Poor,06/01/2024
FBK15022,241485,5,Average,10/01/2024
FBK15023,241486,5,Average,01/10/2024
FBK15024,241487,8,Good,07/10/2024
FBK15025,241488,6,Average,23/09/2024
FBK15026,241489,7,Good,23/10/2024
FBK15027,241490,6,Average,13/04/2024
FBK15028,241491,1,Poor,22/01/2024
FBK15029,241492,8,Good,25/07/2024
FBK15030,241493,6,Average,08/02/2024
FBK15031,241494,8,Good,19/09/2024
FBK15032,241495,7,Good,14/12/2024
FBK15033,241496,2,Poor,04/12/2024
FBK15034,241497,4,Poor,20/01/2024
FBK15035,241498,6,Average,17/11/2024
FBK15036,241499,6,Average,11/08/2024
FBK15037,241500,8,Good,27/04/2024
FBK15038,241501,9,Excellent,08/05/2024
FBK15039,241502,8,Good,26/04/2024
FBK15040,241503,7,Good,15/04/2024
FBK15041,241504,7,Good,04/12/2024
FBK15042,241505,7,Good,24/08/2024
FBK15043,241506,9,Excellent,03/06/2024
FBK15044,241507,7,Good,17/09/2024
FBK15045,241508,6,Average,21/06/2024
FBK15046,241509,8,Good,08/10/2024
FBK15047,241510,6,Average,08/07/2024
FBK15048,241511,8,Good,18/03/2024
FBK15049,241512,9,Excellent,22/07/2024
FBK15050,241513,5,Average,05/11/2024
FBK15051,241514,8,Good,26/05/2024
FBK15052,241515,6,Average,11/06/2024
FBK15053,241516,7,Good,14/02/2024
FBK15054,241517,5,Average,05/09/2024
FBK15055,241518,8,Good,21/08/2024
FBK15056,241519,8,Good,15/03/2024
FBK15057,241520,9,Excellent,04/03/2024
FBK15058,241521,6,Average,25/05/2024
FBK15059,241522,10,Excellent,16/12/2024
FBK15060,241523,5,Average,28/03/2024
FBK15061,241524,2,Poor,01/07/2024
FBK15062,241525,10,Excellent,05/02/2024
FBK15063,241526,7,Good,13/09/2024
FBK15064,241527,9,Excellent,05/06/2024
FBK15065,241528,7,Good,18/12/2024
FBK15066,241529,6,Average,10/12/2024
FBK15067,241530,7,Good,27/06/2024
FBK15068,241531,9,Excellent,20/10/2024
FBK15069,241532,8,Good,24/02/2024
FBK15070,241533,8,Good,24/02/2024
FBK15071,241534,6,Average,14/08/2024
FBK15072,241535,2,Poor,27/12/2024
FBK15073,241536,6,Average,25/05/2024
FBK15074,241537,7,Good,05/12/2024
FBK15075,241538,5,Average,25/12/2024
FBK15076,241539,7,Good,03/09/2024
FBK15077,241540,10,Excellent,19/01/2024
FBK15078,241541,5,Average,22/06/2024
FBK15079,241542,6,Average,11/07/2024
FBK15080,241543,4,Poor,17/03/2024
FBK15081,241544,8,Good,25/05/2024
FBK15082,241545,8,Good,10/04/2024
FBK15083,241546,9,Excellent,02/06/2024
FBK15084,241547,6,Average,17/09/2024
FBK15085,241548,2,Poor,28/09/2024
FBK15086,241549,7,Good,11/05/2024
FBK15087,241550,7,Good,25/06/2024
FBK15088,241551,5,Average,02/03/2024
FBK15089,241552,9,Excellent,17/07/2024
FBK15090,241553,8,Good,20/10/2024
FBK15091,241554,7,Good,12/02/2024
FBK15092,241555,8,Good,04/03/2024
FBK15093,241556,4,Poor,16/05/2024
FBK15094,241557,9,Excellent,06/04/2024
FBK15095,241558,8,Good,20/05/2024
FBK15096,241559,10,Excellent,22/04/2024
FBK15097,241560,8,Good,04/03/2024
FBK15098,241561,4,Poor,27/09/2024
FBK15099,241562,8,Good,01/03/2024
FBK15100,241563,7,Good,18/01/2024
FBK15101,241564,8,Good,01/04/2024
FBK15102,241565,7,Good,12/01/2024
FBK15103,241566,1,Poor,19/05/2024
FBK15104,241567,10,Excellent,15/12/2024
FBK15105,241568,8,Good,27/03/2024
FBK15106,241569,7,Good,04/05/2024
FBK15107,241570,3,Poor,14/08/2024
FBK15108,241571,7,Good,03/05/2024
FBK15109,241572,2,Poor,24/05/2024
FBK15110,241573,7,Good,26/06/2024
FBK15111,241574,8,Good,26/12/2024
FBK15112,241575,6,Average,03/12/2024
FBK15113,241576,7,Good,17/03/2024
FBK15114,241577,6,Average,15/05/2024
FBK15115,241578,9,Excellent,25/11/2024
FBK15116,241579,6,Average,23/12/2024
FBK15117,241580,5,Average,14/01/2024
FBK15118,241581,5,Average,26/12/2024
FBK15119,241582,6,Average,07/06/2024
FBK15120,241583,6,Average,27/11/2024
FBK15121,241584,4,Poor,21/11/2024
FBK15122,241585,4,Poor,05/04/2024
FBK15123,241586,5,Average,28/07/2024
FBK15124,241587,1,Poor,07/11/2024
FBK15125,241588,7,Good,05/08/2024
FBK15126,241589,7,Good,24/03/2024
FBK15127,241590,5,Average,05/05/2024
FBK15128,241591,6,Average,03/11/2024
FBK15129,241592,6,Average,24/12/2024
FBK15130,241593,4,Poor,14/01/2024
FBK15131,241594,8,Good,18/08/2024
FBK15132,241595,5,Average,23/04/2024
FBK15133,241596,5,Average,14/01/2024
FBK15134,241597,3,Poor,13/10/2024
FBK15135,241598,7,Good,21/04/2024
FBK15136,241599,6,Average,17/08/2024
FBK15137,241600,6,Average,27/05/2024
FBK15138,241601,4,Poor,22/05/2024
FBK15139,241602,7,Good,26/08/2024
FBK15140,241603,8,Good,12/10/2024
FBK15141,241604,4,Poor,10/08/2024
FBK15142,241605,3,Poor,04/04/2024
FBK15143,241606,6,Average,15/07/2024
FBK15144,241607,4,Poor,22/04/2024
FBK15145,241608,7,Good,06/02/2024
FBK15146,241609,7,Good,22/06/2024
FBK15147,241610,9,Excellent,23/06/2024
FBK15148,241611,8,Good,05/12/2024
FBK15149,241612,7,Good,20/08/2024
FBK15150,241613,6,Average,08/11/2024
FBK15151,241614,8,Good,09/05/2024
FBK15152,241615,8,Good,28/04/2024
FBK15153,241616,8,Good,18/01/2024
FBK15154,241617,7,Good,22/05/2024
FBK15155,241618,10,Excellent,13/07/2024
FBK15156,241619,8,Good,13/07/2024
FBK15157,241620,7,Good,09/01/2024
FBK15158,241621,4,Poor,08/12/2024
FBK15159,241622,8,Good,27/11/2024
FBK15160,241623,9,Excellent,15/05/2024
FBK15161,241624,7,Good,19/04/2024
FBK15162,241625,7,Good,07/09/2024
FBK15163,241626,8,Good,20/10/2024
FBK15164,241627,8,Good,20/03/2024
FBK15165,241628,7,Good,24/01/2024
FBK15166,241629,5,Average,03/07/2024
FBK15167,241630,5,Average,25/06/2024
FBK15168,241631,9,Excellent,21/02/2024
FBK15169,241632,7,Good,07/09/2024
FBK15170,241633,9,Excellent,07/09/2024
FBK15171,241634,6,Average,13/09/2024
FBK15172,241635,8,Good,26/05/2024
FBK15173,241636,8,Good,11/06/2024
FBK15174,241637,8,Good,18/04/2024
FBK15175,241638,9,Excellent,02/01/2024
FBK15176,241639,7,Good,04/09/2024
FBK15177,241640,2,Poor,26/07/2024
FBK15178,241641,7,Good,06/01/2024
FBK15179,241642,6,Average,01/05/2024
FBK15180,241643,7,Good,25/11/2024
FBK15181,241644,4,Poor,09/01/2024
FBK15182,241645,8,Good,21/07/2024
FBK15183,241646,7,Good,27/03/2024
FBK15184,241647,4,Poor,03/02/2024
FBK15185,241648,4,Poor,24/09/2024
FBK15186,241649,8,Good,01/01/2024
FBK15187,241650,8,Good,05/10/2024
FBK15188,241651,6,Average,19/12/2024
FBK15189,241652,7,Good,27/04/2024
FBK15190,241653,8,Good,26/05/2024
FBK15191,241654,7,Good,17/07/2024
FBK15192,241655,6,Average,09/05/2024
FBK15193,241656,6,Average,04/04/2024
FBK15194,241657,7,Good,19/11/2024
FBK15195,241658,7,Good,10/07/2024
FBK15196,241659,10,Excellent,08/02/2024
FBK15197,241660,6,Average,09/09/2024
FBK15198,241661,6,Average,23/05/2024
FBK15199,241662,8,Good,08/09/2024
FBK15200,241663,7,Good,16/01/2024
FBK15201,241664,8,Good,25/06/2024
FBK15202,241665,6,Average,04/12/2024
FBK15203,241666,8,Good,19/04/2024
FBK15204,241667,7,Good,25/07/2024
FBK15205,241668,5,Average,12/08/2024
FBK15206,241669,8,Good,04/10/2024
FBK15207,241670,3,Poor,05/06/2024
FBK15208,241671,10,Excellent,18/02/2024
FBK15209,241672,7,Good,28/04/2024
FBK15210,241673,7,Good,08/10/2024
FBK15211,241674,7,Good,13/03/2024
FBK15212,241675,7,Good,17/08/2024
FBK15213,241676,7,Good,02/04/2024
FBK15214,241677,8,Good,14/05/2024
FBK15215,241678,4,Poor,11/12/2024
FBK15216,241679,10,Excellent,11/01/2024
FBK15217,241680,3,Poor,14/10/2024
FBK15218,241681,4,Poor,23/05/2024
FBK15219,241682,8,Good,26/09/2024
FBK15220,241683,8,Good,16/09/2024
FBK15221,241684,6,Average,08/11/2024
FBK15222,241685,7,Good,23/08/2024
FBK15223,241686,8,Good,18/09/2024
FBK15224,241687,3,Poor,14/02/2024
FBK15225,241688,8,Good,05/07/2024
FBK15226,241689,9,Excellent,17/03/2024
FBK15227,241690,9,Excellent,07/03/2024
FBK15228,241691,7,Good,02/02/2024
FBK15229,241692,1,Poor,06/08/2024
FBK15230,241693,4,Poor,05/08/2024
FBK15231,241694,4,Poor,13/07/2024
FBK15232,241695,7,Good,04/05/2024
