enrollment_id,student_id,course_id,lecturer_id,enrollment_date,semester,enrollment_status
ENR17585,241523,ART1001,LEC1070,14/10/2024,Semester 2,Dropped
ENR17586,241524,ARC1006,LEC1131,03/08/2024,Semester 2,Dropped
ENR17588,241525,ARC1008,LEC1124,20/12/2024,Semester 2,Dropped
ENR17589,241526,ENG1005,LEC1091,30/10/2024,Semester 2,Active
ENR17590,241527,COM1006,LEC1002,25/05/2024,Semester 1,Dropped
ENR17591,241528,COM1007,LEC1012,20/04/2024,Semester 1,Active
ENR17592,241529,ENG1006,LEC1099,13/09/2024,Semester 2,Active
ENR17594,241530,SCI1001,LEC1086,28/02/2024,Semester 1,Dropped
ENR17596,241531,ENG1006,LEC1098,28/12/2024,Semester 2,Active
ENR17598,241532,AGR1007,LEC1106,28/06/2024,Semester 1,Active
ENR17600,241533,SOC1008,LEC1144,01/10/2024,Semester 2,Active
ENR17602,241534,ENG1002,LEC1093,31/12/2024,Semester 2,Dropped
ENR17603,241535,COM1001,LEC1012,22/11/2024,Semester 2,Active
ENR17604,241536,SCI1008,LEC1078,19/11/2024,Semester 2,Active
ENR17606,241537,COM1003,LEC1008,21/09/2024,Semester 2,Active
ENR17608,241538,COM1007,LEC1013,23/07/2024,Semester 2,Dropped
ENR17609,241539,MED1004,LEC1026,10/05/2024,Semester 1,Active
ENR17611,241540,SCI1010,LEC1090,10/02/2024,Semester 1,Active
ENR17613,241541,ART1009,LEC1069,20/09/2024,Semester 2,Dropped
ENR17615,241542,MED1003,LEC1017,05/08/2024,Semester 2,Active
ENR17617,241543,SCI1002,LEC1079,04/06/2024,Semester 1,Active
ENR17619,241544,BUS1007,LEC1040,16/03/2024,Semester 1,Active
ENR17621,241545,SCI1005,LEC1081,19/04/2024,Semester 1,Active
ENR17623,241546,LAW1001,LEC1046,12/12/2024,Semester 2,Active
ENR17625,241547,AGR1006,LEC1118,23/03/2024,Semester 1,Dropped
ENR17626,241548,ART1008,LEC1065,07/10/2024,Semester 2,Dropped
ENR17627,241549,COM1002,LEC1014,22/02/2024,Semester 1,Active
ENR17628,241550,ARC1006,LEC1121,11/03/2024,Semester 1,Active
ENR17630,241551,ART1004,LEC1065,29/10/2024,Semester 2,Active
ENR17631,241552,ARC1006,LEC1130,27/10/2024,Semester 2,Active
ENR17632,241553,SCI1002,LEC1086,22/08/2024,Semester 2,Active
ENR17634,241554,ART1009,LEC1062,19/07/2024,Semester 2,Active
ENR17636,241555,SOC1009,LEC1146,31/01/2024,Semester 1,Active
ENR17637,241556,AGR1005,LEC1107,29/05/2024,Semester 1,Active
ENR17638,241557,BUS1001,LEC1040,06/06/2024,Semester 1,Active
ENR17640,241558,SCI1007,LEC1085,16/10/2024,Semester 2,Dropped
ENR17641,241559,LAW1005,LEC1052,17/07/2024,Semester 2,Active
ENR17643,241560,MED1003,LEC1024,06/11/2024,Semester 2,Dropped
ENR17645,241561,SOC1010,LEC1141,19/11/2024,Semester 2,Dropped
ENR17647,241562,COM1005,LEC1003,24/04/2024,Semester 1,Active
ENR17648,241563,ART1008,LEC1067,27/08/2024,Semester 2,Dropped
ENR17649,241564,BUS1004,LEC1036,10/02/2024,Semester 1,Active
ENR17650,241565,LAW1004,LEC1047,21/09/2024,Semester 2,Active
ENR17651,241566,ART1004,LEC1062,30/07/2024,Semester 2,Dropped
ENR17652,241567,COM1006,LEC1012,04/10/2024,Semester 2,Active
ENR17654,241568,ENG1008,LEC1099,30/05/2024,Semester 1,Active
ENR17656,241569,BUS1005,LEC1037,12/02/2024,Semester 1,Active
ENR17658,241570,LAW1009,LEC1050,20/03/2024,Semester 1,Active
ENR17660,241571,ENG1009,LEC1099,20/07/2024,Semester 2,Active
ENR17662,241572,SCI1010,LEC1077,02/06/2024,Semester 1,Active
ENR17663,241573,BUS1009,LEC1032,26/02/2024,Semester 1,Active
ENR17664,241574,ART1009,LEC1071,13/07/2024,Semester 2,Active
ENR17665,241575,MED1006,LEC1025,07/05/2024,Semester 1,Dropped
ENR17667,241576,SCI1009,LEC1090,17/02/2024,Semester 1,Active
ENR17669,241577,ART1009,LEC1071,12/12/2024,Semester 2,Active
ENR17671,241578,LAW1008,LEC1047,24/01/2024,Semester 1,Active
ENR17672,241579,MED1001,LEC1020,17/02/2024,Semester 1,Active
ENR17674,241580,AGR1002,LEC1116,23/02/2024,Semester 1,Active
ENR17675,241581,ART1004,LEC1075,13/02/2024,Semester 1,Active
ENR17676,241582,ART1001,LEC1071,29/02/2024,Semester 1,Dropped
ENR17677,241583,LAW1010,LEC1050,18/08/2024,Semester 2,Active
ENR17678,241584,SCI1004,LEC1076,20/10/2024,Semester 2,Active
ENR17680,241585,LAW1008,LEC1056,14/09/2024,Semester 2,Dropped
ENR17681,241586,COM1009,LEC1001,11/04/2024,Semester 1,Active
ENR17682,241587,ART1006,LEC1073,18/07/2024,Semester 2,Active
ENR17684,241588,ART1002,LEC1071,29/08/2024,Semester 2,Active
ENR17686,241589,BUS1008,LEC1044,18/08/2024,Semester 2,Active
ENR17687,241590,AGR1010,LEC1116,24/10/2024,Semester 2,Dropped
ENR17689,241591,SOC1001,LEC1139,20/07/2024,Semester 2,Active
ENR17690,241592,BUS1004,LEC1044,18/11/2024,Semester 2,Dropped
ENR17691,241593,COM1010,LEC1001,16/07/2024,Semester 2,Active
ENR17693,241594,BUS1010,LEC1032,25/12/2024,Semester 2,Active
ENR17695,241595,ARC1008,LEC1134,19/01/2024,Semester 1,Active
ENR17696,241596,ENG1009,LEC1100,26/07/2024,Semester 2,Active
ENR17697,241597,SCI1003,LEC1088,18/02/2024,Semester 1,Active
ENR17699,241598,LAW1007,LEC1046,01/02/2024,Semester 1,Active
ENR17701,241599,AGR1007,LEC1110,14/10/2024,Semester 2,Dropped
ENR17703,241600,ENG1007,LEC1092,27/08/2024,Semester 2,Active
ENR17705,241601,COM1007,LEC1015,21/08/2024,Semester 2,Dropped
ENR17706,241602,SOC1007,LEC1137,15/08/2024,Semester 2,Dropped
ENR17707,241603,ARC1004,LEC1128,09/06/2024,Semester 1,Active
ENR17708,241604,BUS1006,LEC1044,19/01/2024,Semester 1,Dropped
ENR17709,241605,MED1005,LEC1030,07/02/2024,Semester 1,Dropped
ENR17710,241606,AGR1004,LEC1117,04/08/2024,Semester 2,Active
ENR17711,241607,LAW1006,LEC1055,13/01/2024,Semester 1,Active
ENR17712,241608,LAW1005,LEC1050,30/05/2024,Semester 1,Active
ENR17713,241609,ART1003,LEC1074,30/10/2024,Semester 2,Dropped
ENR17715,241610,ARC1006,LEC1131,22/09/2024,Semester 2,Active
ENR17716,241611,ARC1010,LEC1135,24/06/2024,Semester 1,Active
ENR17718,241612,SOC1010,LEC1146,14/01/2024,Semester 1,Active
ENR17720,241613,SOC1007,LEC1136,08/06/2024,Semester 1,Active
ENR17721,241614,ARC1001,LEC1127,27/06/2024,Semester 1,Active
ENR17723,241615,LAW1001,LEC1047,20/08/2024,Semester 2,Active
ENR17725,241616,LAW1005,LEC1054,10/09/2024,Semester 2,Active
ENR17726,241617,SOC1006,LEC1148,13/10/2024,Semester 2,Active
ENR17727,241618,ART1003,LEC1071,04/05/2024,Semester 1,Active
ENR17729,241619,LAW1004,LEC1057,10/02/2024,Semester 1,Active
ENR17730,241620,AGR1004,LEC1109,04/03/2024,Semester 1,Dropped
ENR17732,241621,COM1001,LEC1006,05/07/2024,Semester 2,Active
ENR17734,241622,AGR1008,LEC1108,01/03/2024,Semester 1,Active
ENR17736,241623,ARC1010,LEC1133,27/10/2024,Semester 2,Active
ENR17738,241624,SCI1002,LEC1079,30/10/2024,Semester 2,Dropped
ENR17740,241625,ENG1003,LEC1091,28/04/2024,Semester 1,Active
ENR17742,241626,SOC1003,LEC1144,21/07/2024,Semester 2,Dropped
ENR17743,241627,ART1007,LEC1066,05/03/2024,Semester 1,Active
ENR17744,241628,COM1004,LEC1010,29/03/2024,Semester 1,Dropped
ENR17746,241629,ARC1006,LEC1133,29/01/2024,Semester 1,Active
ENR17747,241630,SCI1005,LEC1077,31/07/2024,Semester 2,Active
ENR17749,241631,SOC1009,LEC1147,15/11/2024,Semester 2,Active
ENR17751,241632,ARC1007,LEC1132,11/10/2024,Semester 2,Active
ENR17752,241633,ENG1008,LEC1104,04/06/2024,Semester 1,Dropped
ENR17753,241634,SOC1008,LEC1146,17/12/2024,Semester 2,Dropped
ENR17754,241635,MED1007,LEC1019,11/12/2024,Semester 2,Active
ENR17756,241636,ENG1004,LEC1101,26/08/2024,Semester 2,Active
ENR17757,241637,ART1007,LEC1066,02/08/2024,Semester 2,Active
ENR17759,241638,MED1008,LEC1016,29/07/2024,Semester 2,Active
ENR17760,241639,ENG1008,LEC1102,22/07/2024,Semester 2,Active
ENR17761,241640,ENG1002,LEC1097,02/02/2024,Semester 1,Active
ENR17762,241641,MED1010,LEC1019,30/07/2024,Semester 2,Active
ENR17763,241642,ARC1009,LEC1131,11/08/2024,Semester 2,Active
ENR17764,241643,ENG1005,LEC1094,11/06/2024,Semester 1,Active
ENR17766,241644,COM1002,LEC1014,04/05/2024,Semester 1,Active
ENR17768,241645,ARC1005,LEC1123,24/06/2024,Semester 1,Active
ENR17769,241646,ARC1002,LEC1133,24/07/2024,Semester 2,Dropped
ENR17770,241647,BUS1003,LEC1037,04/11/2024,Semester 2,Active
ENR17771,241648,AGR1005,LEC1110,05/11/2024,Semester 2,Active
ENR17773,241649,AGR1009,LEC1112,11/05/2024,Semester 1,Active
ENR17774,241650,ARC1008,LEC1129,22/05/2024,Semester 1,Active
ENR17776,241651,MED1005,LEC1017,07/06/2024,Semester 1,Active
ENR17777,241652,COM1006,LEC1007,11/05/2024,Semester 1,Active
ENR17778,241653,ART1002,LEC1069,12/09/2024,Semester 2,Dropped
ENR17779,241654,ART1003,LEC1066,25/12/2024,Semester 2,Active
ENR17780,241655,SOC1009,LEC1146,17/07/2024,Semester 2,Active
ENR17781,241656,ENG1008,LEC1098,08/11/2024,Semester 2,Active
ENR17783,241657,COM1003,LEC1012,16/05/2024,Semester 1,Dropped
ENR17784,241658,SCI1010,LEC1078,29/02/2024,Semester 1,Dropped
ENR17785,241659,SOC1003,LEC1142,21/07/2024,Semester 2,Active
ENR17786,241660,MED1009,LEC1019,14/06/2024,Semester 1,Active
ENR17787,241661,ENG1009,LEC1103,04/01/2024,Semester 1,Active
ENR17788,241662,ART1005,LEC1071,13/11/2024,Semester 2,Dropped
ENR17790,241663,AGR1008,LEC1119,02/07/2024,Semester 2,Dropped
ENR17791,241664,SOC1008,LEC1141,04/02/2024,Semester 1,Active
ENR17793,241665,COM1010,LEC1002,02/09/2024,Semester 2,Active
ENR17794,241666,SCI1009,LEC1076,21/04/2024,Semester 1,Dropped
ENR17796,241667,MED1004,LEC1017,23/03/2024,Semester 1,Active
ENR17798,241668,COM1004,LEC1013,08/01/2024,Semester 1,Active
ENR17799,241669,SCI1001,LEC1079,17/01/2024,Semester 1,Active
ENR17801,241670,ENG1006,LEC1098,24/04/2024,Semester 1,Active
ENR17802,241671,COM1006,LEC1015,29/08/2024,Semester 2,Active
ENR17803,241672,BUS1002,LEC1041,13/08/2024,Semester 2,Active
ENR17804,241673,ART1006,LEC1073,28/05/2024,Semester 1,Active
ENR17806,241674,COM1001,LEC1002,11/11/2024,Semester 2,Dropped
ENR17807,241675,AGR1001,LEC1110,11/03/2024,Semester 1,Dropped
ENR17808,241676,ARC1007,LEC1122,11/08/2024,Semester 2,Active
ENR17810,241677,ARC1001,LEC1127,16/06/2024,Semester 1,Active
ENR17811,241678,AGR1010,LEC1117,16/06/2024,Semester 1,Active
ENR17812,241679,MED1002,LEC1026,29/12/2024,Semester 2,Active
ENR17814,241680,AGR1010,LEC1110,18/12/2024,Semester 2,Active
ENR17815,241681,MED1007,LEC1022,29/03/2024,Semester 1,Active
ENR17816,241682,COM1002,LEC1004,02/08/2024,Semester 2,Active
ENR17817,241683,MED1008,LEC1018,03/05/2024,Semester 1,Active
ENR17819,241684,SOC1001,LEC1150,07/04/2024,Semester 1,Active
ENR17820,241685,ARC1002,LEC1125,11/04/2024,Semester 1,Dropped
ENR17821,241686,BUS1007,LEC1040,28/02/2024,Semester 1,Dropped
ENR17823,241687,SCI1004,LEC1087,21/07/2024,Semester 2,Active
ENR17824,241688,SCI1005,LEC1089,06/08/2024,Semester 2,Dropped
ENR17825,241689,SOC1004,LEC1146,05/06/2024,Semester 1,Active
ENR17827,241690,LAW1006,LEC1060,09/05/2024,Semester 1,Active
ENR17829,241691,LAW1004,LEC1055,25/08/2024,Semester 2,Active
ENR17831,241692,SOC1005,LEC1141,09/10/2024,Semester 2,Active
ENR17833,241693,SCI1003,LEC1080,14/03/2024,Semester 1,Dropped
ENR17835,241694,LAW1008,LEC1047,01/03/2024,Semester 1,Active
ENR17836,241695,ART1001,LEC1074,10/01/2024,Semester 1,Dropped
ENR17837,241696,MED1003,LEC1027,09/04/2024,Semester 1,Active
ENR17839,241697,BUS1001,LEC1042,05/05/2024,Semester 1,Active
ENR17841,241698,ENG1005,LEC1104,07/10/2024,Semester 2,Active
ENR17843,241699,ART1005,LEC1075,18/05/2024,Semester 1,Active
ENR17844,241700,ENG1004,LEC1097,30/03/2024,Semester 1,Active
ENR17846,241701,COM1006,LEC1013,24/02/2024,Semester 1,Active
ENR17848,241702,ART1001,LEC1069,17/12/2024,Semester 2,Dropped
ENR17850,241703,COM1006,LEC1004,12/02/2024,Semester 1,Dropped
ENR17852,241704,COM1003,LEC1005,02/07/2024,Semester 2,Active
ENR17853,241705,MED1006,LEC1029,05/10/2024,Semester 2,Dropped
ENR17855,241706,AGR1008,LEC1120,22/04/2024,Semester 1,Active
ENR17856,241707,ARC1009,LEC1133,31/05/2024,Semester 1,Active
ENR17858,241708,SOC1005,LEC1148,29/06/2024,Semester 1,Dropped
ENR17860,241709,MED1004,LEC1026,06/04/2024,Semester 1,Dropped
ENR17861,241710,COM1003,LEC1012,05/06/2024,Semester 1,Active
ENR17862,241711,SCI1003,LEC1078,14/08/2024,Semester 2,Active
ENR17864,241712,ART1010,LEC1061,08/10/2024,Semester 2,Active
ENR17865,241713,COM1005,LEC1013,25/02/2024,Semester 1,Active
ENR17867,241714,SOC1010,LEC1139,13/04/2024,Semester 1,Dropped
ENR17868,241715,COM1008,LEC1001,20/09/2024,Semester 2,Active
ENR17870,241716,ARC1006,LEC1129,21/11/2024,Semester 2,Active
ENR17871,241717,ARC1008,LEC1135,10/09/2024,Semester 2,Active
ENR17872,241718,MED1004,LEC1027,29/02/2024,Semester 1,Active
ENR17874,241719,SCI1010,LEC1077,20/11/2024,Semester 2,Active
ENR17875,241720,COM1007,LEC1015,22/04/2024,Semester 1,Active
ENR17877,241721,ENG1006,LEC1096,25/11/2024,Semester 2,Dropped
ENR17878,241722,ENG1010,LEC1103,12/05/2024,Semester 1,Active
ENR17879,241723,SCI1001,LEC1087,04/05/2024,Semester 1,Active
ENR17881,241724,ENG1001,LEC1094,11/09/2024,Semester 2,Active
ENR17882,241725,LAW1006,LEC1051,24/08/2024,Semester 2,Active
ENR17884,241726,SCI1002,LEC1085,28/03/2024,Semester 1,Dropped
ENR17886,241727,ARC1004,LEC1124,01/06/2024,Semester 1,Dropped
ENR17888,241728,SOC1004,LEC1140,07/05/2024,Semester 1,Active
ENR17889,241729,AGR1009,LEC1114,17/06/2024,Semester 1,Active
ENR17890,241730,AGR1008,LEC1117,20/10/2024,Semester 2,Dropped
ENR17892,241731,ARC1007,LEC1128,17/06/2024,Semester 1,Dropped
ENR17893,241732,ART1009,LEC1068,26/09/2024,Semester 2,Active
ENR17894,241733,LAW1010,LEC1056,20/01/2024,Semester 1,Dropped
ENR17895,241734,COM1008,LEC1008,29/11/2024,Semester 2,Active
ENR17896,241735,SCI1010,LEC1082,18/02/2024,Semester 1,Active
ENR17898,241736,ENG1006,LEC1099,21/04/2024,Semester 1,Dropped
ENR17900,241737,SOC1002,LEC1147,13/09/2024,Semester 2,Active
ENR17901,241738,COM1002,LEC1004,06/04/2024,Semester 1,Dropped
ENR17903,241739,AGR1001,LEC1111,15/12/2024,Semester 2,Active
ENR17904,241740,BUS1009,LEC1032,11/03/2024,Semester 1,Dropped
ENR17905,241741,BUS1006,LEC1033,22/08/2024,Semester 2,Active
ENR17907,241742,LAW1007,LEC1055,18/08/2024,Semester 2,Active
ENR17908,241743,AGR1007,LEC1117,28/01/2024,Semester 1,Active
ENR17910,241744,ENG1003,LEC1092,29/05/2024,Semester 1,Dropped
ENR17912,241745,ART1001,LEC1066,25/06/2024,Semester 1,Dropped
ENR17914,241746,SCI1003,LEC1077,28/08/2024,Semester 2,Active
ENR17915,241747,BUS1005,LEC1037,07/06/2024,Semester 1,Active
ENR17916,241748,AGR1003,LEC1110,28/08/2024,Semester 2,Dropped
ENR17918,241749,ARC1005,LEC1130,17/02/2024,Semester 1,Active
ENR17919,241750,ARC1007,LEC1132,08/01/2024,Semester 1,Dropped
ENR17921,241751,MED1010,LEC1018,17/03/2024,Semester 1,Active
ENR17922,241752,ART1007,LEC1067,31/05/2024,Semester 1,Active
ENR17923,241753,AGR1002,LEC1117,29/06/2024,Semester 1,Active
ENR17925,241754,ART1002,LEC1073,23/06/2024,Semester 1,Active
ENR17927,241755,SCI1005,LEC1076,12/09/2024,Semester 2,Dropped
ENR17929,241756,BUS1010,LEC1041,11/03/2024,Semester 1,Dropped
ENR17930,241757,BUS1005,LEC1040,03/11/2024,Semester 2,Active
ENR17932,241758,ENG1007,LEC1093,21/12/2024,Semester 2,Active
ENR17933,241759,AGR1003,LEC1112,04/12/2024,Semester 2,Active
ENR17935,241760,ARC1008,LEC1123,17/03/2024,Semester 1,Active
ENR17936,241761,ART1008,LEC1066,12/12/2024,Semester 2,Active
ENR17938,241762,ARC1003,LEC1135,24/08/2024,Semester 2,Active
ENR17940,241763,COM1005,LEC1001,16/04/2024,Semester 1,Active
ENR17941,241764,LAW1010,LEC1055,17/01/2024,Semester 1,Dropped
ENR17943,241765,ART1009,LEC1063,07/02/2024,Semester 1,Active
ENR17944,241766,SOC1007,LEC1146,28/04/2024,Semester 1,Active
ENR17945,241767,AGR1004,LEC1120,12/07/2024,Semester 2,Active
ENR17946,241768,COM1001,LEC1014,21/06/2024,Semester 1,Active
ENR17947,241769,ENG1002,LEC1092,22/03/2024,Semester 1,Active
ENR17948,241770,COM1006,LEC1014,29/01/2024,Semester 1,Active
ENR17950,241771,SOC1006,LEC1140,03/04/2024,Semester 1,Dropped
ENR17952,241772,ENG1003,LEC1102,04/10/2024,Semester 2,Dropped
ENR17954,241773,SCI1002,LEC1079,18/03/2024,Semester 1,Active
ENR17955,241774,MED1001,LEC1018,03/08/2024,Semester 2,Active
ENR17956,241775,LAW1004,LEC1052,26/12/2024,Semester 2,Dropped
ENR17958,241776,SOC1005,LEC1150,18/05/2024,Semester 1,Dropped
ENR17959,241777,COM1002,LEC1014,17/10/2024,Semester 2,Dropped
ENR17961,241778,SCI1007,LEC1078,21/12/2024,Semester 2,Active
ENR17963,241779,SCI1008,LEC1084,26/08/2024,Semester 2,Active
ENR17964,241780,ENG1004,LEC1099,01/10/2024,Semester 2,Active
ENR17966,241781,ART1001,LEC1068,27/08/2024,Semester 2,Dropped
ENR17968,241782,MED1009,LEC1030,10/11/2024,Semester 2,Dropped
ENR17969,241783,ENG1010,LEC1095,20/03/2024,Semester 1,Dropped
ENR17970,241784,AGR1007,LEC1108,19/09/2024,Semester 2,Active
ENR17971,241785,ARC1008,LEC1132,06/02/2024,Semester 1,Dropped
ENR17973,241786,ART1004,LEC1064,09/09/2024,Semester 2,Active
ENR17974,241787,COM1005,LEC1006,17/07/2024,Semester 2,Dropped
ENR17976,241788,ARC1009,LEC1134,24/11/2024,Semester 2,Dropped
ENR17977,241789,LAW1010,LEC1053,22/10/2024,Semester 2,Active
ENR17979,241790,MED1006,LEC1030,30/03/2024,Semester 1,Active
ENR17980,241791,AGR1002,LEC1116,03/07/2024,Semester 2,Active
ENR17981,241792,ARC1007,LEC1131,18/05/2024,Semester 1,Active
ENR17983,241793,AGR1009,LEC1114,14/12/2024,Semester 2,Active
ENR17984,241794,ENG1007,LEC1098,02/01/2024,Semester 1,Active
ENR17985,241795,COM1001,LEC1012,20/09/2024,Semester 2,Dropped
ENR17987,241796,COM1006,LEC1008,27/08/2024,Semester 2,Active
ENR17988,241797,ENG1001,LEC1104,26/05/2024,Semester 1,Active
ENR17989,241798,BUS1009,LEC1034,05/08/2024,Semester 2,Active
ENR17991,241799,ARC1010,LEC1123,27/11/2024,Semester 2,Active
ENR17993,241800,COM1009,LEC1002,18/01/2024,Semester 1,Active
ENR17995,241801,ENG1004,LEC1099,04/07/2024,Semester 2,Active
ENR17996,241802,COM1002,LEC1006,25/01/2024,Semester 1,Active
ENR17997,241803,ARC1006,LEC1125,16/10/2024,Semester 2,Dropped
ENR17999,241804,COM1005,LEC1002,07/01/2024,Semester 1,Active
ENR18000,241805,ART1007,LEC1075,15/11/2024,Semester 2,Dropped
ENR18002,241806,AGR1007,LEC1112,13/06/2024,Semester 1,Dropped
ENR18003,241807,LAW1003,LEC1059,26/03/2024,Semester 1,Active
ENR18005,241808,COM1008,LEC1005,12/02/2024,Semester 1,Dropped
ENR18006,241809,MED1005,LEC1021,18/04/2024,Semester 1,Dropped
ENR18008,241810,BUS1005,LEC1034,22/08/2024,Semester 2,Active
ENR18009,241811,SCI1005,LEC1088,21/07/2024,Semester 2,Dropped
ENR18011,241812,ENG1008,LEC1096,24/06/2024,Semester 1,Dropped
ENR18012,241813,SCI1009,LEC1080,02/11/2024,Semester 2,Active
ENR18013,241814,ENG1007,LEC1095,11/11/2024,Semester 2,Dropped
ENR18015,241815,AGR1006,LEC1115,18/01/2024,Semester 1,Active
ENR18017,241816,LAW1007,LEC1057,24/01/2024,Semester 1,Active
ENR18018,241817,LAW1003,LEC1050,18/06/2024,Semester 1,Active
ENR18020,241818,BUS1004,LEC1035,10/07/2024,Semester 2,Active
ENR18021,241819,MED1009,LEC1023,29/10/2024,Semester 2,Active
ENR18023,241820,ARC1010,LEC1129,09/07/2024,Semester 2,Active
ENR18024,241821,SCI1003,LEC1086,05/08/2024,Semester 2,Active
ENR18026,241822,ART1006,LEC1074,22/10/2024,Semester 2,Dropped
ENR18027,241823,ENG1005,LEC1101,17/04/2024,Semester 1,Active
ENR18028,241824,SOC1003,LEC1147,11/04/2024,Semester 1,Active
ENR18030,241825,MED1010,LEC1018,02/12/2024,Semester 2,Dropped
ENR18031,241826,MED1010,LEC1021,11/11/2024,Semester 2,Dropped
ENR18033,241827,ART1003,LEC1065,06/10/2024,Semester 2,Active
ENR18035,241828,COM1009,LEC1014,24/05/2024,Semester 1,Dropped
ENR18036,241829,AGR1008,LEC1117,03/10/2024,Semester 2,Active
ENR18038,241830,BUS1003,LEC1040,06/05/2024,Semester 1,Dropped
ENR18040,241831,BUS1004,LEC1032,14/05/2024,Semester 1,Dropped
ENR18042,241832,ENG1009,LEC1091,18/05/2024,Semester 1,Active
ENR18044,241833,SCI1005,LEC1085,14/09/2024,Semester 2,Dropped
ENR18046,241834,ART1003,LEC1065,22/05/2024,Semester 1,Active
ENR18048,241835,LAW1001,LEC1050,03/01/2024,Semester 1,Active
ENR18049,241836,SOC1003,LEC1150,24/10/2024,Semester 2,Active
ENR18050,241837,COM1001,LEC1012,17/06/2024,Semester 1,Dropped
ENR18052,241838,ARC1010,LEC1130,16/04/2024,Semester 1,Active
ENR18053,241839,LAW1002,LEC1054,04/11/2024,Semester 2,Active
ENR18055,241840,ENG1002,LEC1100,04/05/2024,Semester 1,Dropped
ENR18057,241841,MED1006,LEC1030,05/02/2024,Semester 1,Active
ENR18059,241842,ARC1010,LEC1135,02/05/2024,Semester 1,Active
ENR18060,241843,COM1004,LEC1011,02/08/2024,Semester 2,Active
ENR18062,241844,BUS1010,LEC1032,12/07/2024,Semester 2,Active
ENR18064,241845,LAW1001,LEC1049,28/01/2024,Semester 1,Active
ENR18066,241846,ENG1009,LEC1097,21/11/2024,Semester 2,Active
ENR18067,241847,LAW1009,LEC1053,29/06/2024,Semester 1,Dropped
ENR18069,241848,ARC1001,LEC1122,17/04/2024,Semester 1,Active
ENR18070,241849,ENG1010,LEC1104,05/04/2024,Semester 1,Dropped
ENR18072,241850,COM1010,LEC1006,22/12/2024,Semester 2,Active
ENR18074,241851,ART1009,LEC1064,30/06/2024,Semester 1,Dropped
ENR18076,241852,BUS1002,LEC1041,09/10/2024,Semester 2,Active
ENR18077,241853,MED1008,LEC1017,28/03/2024,Semester 1,Dropped
ENR18079,241854,ART1010,LEC1070,31/12/2024,Semester 2,Active
ENR18081,241855,SCI1008,LEC1090,19/01/2024,Semester 1,Active
ENR18083,241856,ARC1007,LEC1123,11/11/2024,Semester 2,Dropped
ENR18084,241857,SOC1004,LEC1148,26/03/2024,Semester 1,Active
ENR18085,241858,COM1003,LEC1004,09/08/2024,Semester 2,Dropped
ENR18086,241859,LAW1008,LEC1048,14/08/2024,Semester 2,Dropped
ENR18088,241860,BUS1004,LEC1038,14/03/2024,Semester 1,Dropped
ENR18090,241861,COM1001,LEC1009,04/09/2024,Semester 2,Dropped
ENR18091,241862,LAW1005,LEC1053,10/02/2024,Semester 1,Active
ENR18092,241863,BUS1004,LEC1041,01/10/2024,Semester 2,Active
ENR18094,241864,ENG1002,LEC1094,24/06/2024,Semester 1,Dropped
ENR18096,241865,ENG1004,LEC1101,31/12/2024,Semester 2,Active
ENR18098,241866,ENG1008,LEC1096,27/12/2024,Semester 2,Dropped
ENR18100,241867,SOC1006,LEC1146,08/12/2024,Semester 2,Active
ENR18101,241868,AGR1001,LEC1111,17/08/2024,Semester 2,Active
ENR18102,241869,SOC1001,LEC1138,10/05/2024,Semester 1,Active
ENR18104,241870,ART1004,LEC1065,29/07/2024,Semester 2,Active
ENR18106,241871,LAW1008,LEC1047,23/02/2024,Semester 1,Dropped
ENR18107,241872,AGR1002,LEC1114,05/02/2024,Semester 1,Active
ENR18109,241873,ARC1003,LEC1128,29/04/2024,Semester 1,Dropped
ENR18111,241874,LAW1006,LEC1054,09/12/2024,Semester 2,Active
ENR18113,241875,BUS1007,LEC1033,30/12/2024,Semester 2,Active
ENR18114,241876,ARC1009,LEC1123,25/05/2024,Semester 1,Active
ENR18115,241877,ENG1009,LEC1098,19/12/2024,Semester 2,Dropped
ENR18117,241878,LAW1001,LEC1056,10/11/2024,Semester 2,Active
ENR18118,241879,AGR1005,LEC1119,30/10/2024,Semester 2,Active
ENR18120,241880,SCI1003,LEC1076,21/11/2024,Semester 2,Active
ENR18122,241881,BUS1009,LEC1044,05/05/2024,Semester 1,Active
ENR18123,241882,LAW1001,LEC1057,15/09/2024,Semester 2,Dropped
ENR18124,241883,SOC1008,LEC1142,14/03/2024,Semester 1,Active
ENR18125,241884,ART1006,LEC1067,08/10/2024,Semester 2,Active
ENR18126,241885,AGR1001,LEC1118,08/02/2024,Semester 1,Active
ENR18128,241886,BUS1008,LEC1034,22/08/2024,Semester 2,Active
ENR18130,241887,MED1007,LEC1026,01/12/2024,Semester 2,Dropped
ENR18131,241888,BUS1002,LEC1039,23/08/2024,Semester 2,Active
ENR18133,241889,ARC1005,LEC1130,07/07/2024,Semester 2,Dropped
ENR18135,241890,ENG1004,LEC1096,17/10/2024,Semester 2,Active
ENR18137,241891,ART1004,LEC1066,28/11/2024,Semester 2,Active
ENR18138,241892,MED1008,LEC1025,29/12/2024,Semester 2,Active
ENR18140,241893,COM1010,LEC1009,24/04/2024,Semester 1,Active
ENR18142,241894,MED1009,LEC1028,01/02/2024,Semester 1,Dropped
ENR18144,241895,SCI1001,LEC1086,09/06/2024,Semester 1,Active
ENR18145,241896,AGR1009,LEC1116,29/12/2024,Semester 2,Active
